bid_id,resource_id,market,operating_date,hour_ending,bid_mw,bid_price,bid_type,product,submitted_at,bid_status
BID-03826,PUTHCR_1_PCNSB1,RT,2025-07-06,17,100,122.76,supply,energy,2025-07-06 11:00:00,VALID
BID-03827,PUTHCR_1_PCNSB1,RT,2025-07-06,18,100,69.2,supply,energy,2025-07-06 12:00:00,VALID
BID-03828,PUTHCR_1_PCNSB1,RT,2025-07-06,19,100,64.24,supply,energy,2025-07-06 13:00:00,VALID
BID-03829,PUTHCR_1_PCNSB1,RT,2025-07-06,20,100,59.77,supply,energy,2025-07-06 14:00:00,VALID
BID-03830,PUTHCR_1_PCNSB1,RT,2025-07-06,21,100,14.47,supply,energy,2025-07-06 15:00:00,VALID
BID-03831,PUTHCR_1_PCNSB1,RT,2025-07-06,22,100,-11.71,supply,energy,2025-07-06 16:00:00,VALID
BID-03832,PUTHCR_1_PCNSB1,RT,2025-07-06,23,100,92.5,supply,energy,2025-07-06 17:00:00,VALID
BID-03833,PUTHCR_1_PCNSB1,RT,2025-07-06,24,100,83.65,supply,energy,2025-07-06 18:00:00,VALID
BID-03834,PUTHCR_1_PCNSB1,RT,2025-07-07,1,100,30.65,supply,energy,2025-07-07 01:00:00,VALID
BID-03835,PUTHCR_1_PCNSB1,RT,2025-07-07,2,100,77.09,supply,energy,2025-07-07 01:00:00,VALID
BID-03836,PUTHCR_1_PCNSB1,RT,2025-07-07,3,100,68.38,supply,energy,2025-07-07 01:00:00,VALID
BID-03837,PUTHCR_1_PCNSB1,RT,2025-07-07,4,100,57.04,supply,energy,2025-07-07 01:00:00,VALID
BID-03838,PUTHCR_1_PCNSB1,RT,2025-07-07,5,100,111.8,supply,energy,2025-07-07 01:00:00,VALID
BID-03839,PUTHCR_1_PCNSB1,RT,2025-07-07,6,100,96.03,supply,energy,2025-07-07 01:00:00,VALID
BID-03840,PUTHCR_1_PCNSB1,RT,2025-07-07,7,100,80.63,supply,energy,2025-07-07 01:00:00,VALID
BID-03841,PUTHCR_1_PCNSB1,RT,2025-07-07,8,100,-8.2,supply,energy,2025-07-07 02:00:00,VALID
BID-03842,PUTHCR_1_PCNSB1,RT,2025-07-07,9,100,84.38,supply,energy,2025-07-07 03:00:00,VALID
BID-03843,PUTHCR_1_PCNSB1,RT,2025-07-07,10,100,-11.93,supply,energy,2025-07-07 04:00:00,VALID
BID-03844,PUTHCR_1_PCNSB1,RT,2025-07-07,11,100,117.34,supply,energy,2025-07-07 05:00:00,VALID
BID-03845,PUTHCR_1_PCNSB1,RT,2025-07-07,12,100,10.35,supply,energy,2025-07-07 06:00:00,VALID
BID-03846,PUTHCR_1_PCNSB1,RT,2025-07-07,13,100,7.78,supply,energy,2025-07-07 07:00:00,VALID
BID-03847,PUTHCR_1_PCNSB1,RT,2025-07-07,14,100,7.57,supply,energy,2025-07-07 08:00:00,VALID
BID-03848,PUTHCR_1_PCNSB1,RT,2025-07-07,15,100,39.47,supply,energy,2025-07-07 09:00:00,VALID
BID-03849,PUTHCR_1_PCNSB1,RT,2025-07-07,16,100,136.21,supply,energy,2025-07-07 10:00:00,VALID
BID-03850,PUTHCR_1_PCNSB1,RT,2025-07-07,17,100,1.3,supply,energy,2025-07-07 11:00:00,VALID
BID-03851,PUTHCR_1_PCNSB1,RT,2025-07-07,18,100,140.0,supply,energy,2025-07-07 12:00:00,VALID
BID-03852,PUTHCR_1_PCNSB1,RT,2025-07-07,19,100,137.77,supply,energy,2025-07-07 13:00:00,VALID
BID-03853,PUTHCR_1_PCNSB1,RT,2025-07-07,20,100,41.72,supply,energy,2025-07-07 14:00:00,VALID
BID-03854,PUTHCR_1_PCNSB1,RT,2025-07-07,21,100,87.28,supply,energy,2025-07-07 15:00:00,VALID
BID-03855,PUTHCR_1_PCNSB1,RT,2025-07-07,22,100,127.59,supply,energy,2025-07-07 16:00:00,VALID
BID-03856,PUTHCR_1_PCNSB1,RT,2025-07-07,23,100,122.5,supply,energy,2025-07-07 17:00:00,VALID
BID-03857,PUTHCR_1_PCNSB1,RT,2025-07-07,24,100,148.79,supply,energy,2025-07-07 18:00:00,VALID
BID-03858,KRAMER_1_R1BX3,RT,2025-07-01,1,100,124.58,supply,energy,2025-07-01 01:00:00,VALID
BID-03859,KRAMER_1_R1BX3,RT,2025-07-01,2,100,94.03,supply,energy,2025-07-01 01:00:00,VALID
BID-03860,KRAMER_1_R1BX3,RT,2025-07-01,3,100,59.59,supply,energy,2025-07-01 01:00:00,VALID
BID-03861,KRAMER_1_R1BX3,RT,2025-07-01,4,100,18.09,supply,energy,2025-07-01 01:00:00,VALID
BID-03862,KRAMER_1_R1BX3,RT,2025-07-01,5,100,131.06,supply,energy,2025-07-01 01:00:00,VALID
BID-03863,KRAMER_1_R1BX3,RT,2025-07-01,6,100,38.1,supply,energy,2025-07-01 01:00:00,VALID
BID-03864,KRAMER_1_R1BX3,RT,2025-07-01,7,100,9.68,supply,energy,2025-07-01 01:00:00,VALID
BID-03865,KRAMER_1_R1BX3,RT,2025-07-01,8,100,-18.18,supply,energy,2025-07-01 02:00:00,VALID
BID-03866,KRAMER_1_R1BX3,RT,2025-07-01,9,100,74.27,supply,energy,2025-07-01 03:00:00,VALID
BID-03867,KRAMER_1_R1BX3,RT,2025-07-01,10,100,142.58,supply,energy,2025-07-01 04:00:00,VALID
BID-03868,KRAMER_1_R1BX3,RT,2025-07-01,11,100,141.91,supply,energy,2025-07-01 05:00:00,VALID
BID-03869,KRAMER_1_R1BX3,RT,2025-07-01,12,100,131.68,supply,energy,2025-07-01 06:00:00,VALID
BID-03870,KRAMER_1_R1BX3,RT,2025-07-01,13,100,104.68,supply,energy,2025-07-01 07:00:00,VALID
BID-03871,KRAMER_1_R1BX3,RT,2025-07-01,14,100,4.62,supply,energy,2025-07-01 08:00:00,VALID
BID-03872,KRAMER_1_R1BX3,RT,2025-07-01,15,100,140.1,supply,energy,2025-07-01 09:00:00,VALID
BID-03873,KRAMER_1_R1BX3,RT,2025-07-01,16,100,107.16,supply,energy,2025-07-01 10:00:00,VALID
BID-03874,KRAMER_1_R1BX3,RT,2025-07-01,17,100,-21.65,supply,energy,2025-07-01 11:00:00,VALID
BID-03875,KRAMER_1_R1BX3,RT,2025-07-01,18,100,63.14,supply,energy,2025-07-01 12:00:00,VALID
BID-03876,KRAMER_1_R1BX3,RT,2025-07-01,19,100,15.81,supply,energy,2025-07-01 13:00:00,VALID
BID-03877,KRAMER_1_R1BX3,RT,2025-07-01,20,100,147.91,supply,energy,2025-07-01 14:00:00,VALID
BID-03878,KRAMER_1_R1BX3,RT,2025-07-01,21,100,10.36,supply,energy,2025-07-01 15:00:00,VALID
BID-03879,KRAMER_1_R1BX3,RT,2025-07-01,22,100,148.9,supply,energy,2025-07-01 16:00:00,VALID
BID-03880,KRAMER_1_R1BX3,RT,2025-07-01,23,100,121.23,supply,energy,2025-07-01 17:00:00,VALID
BID-03881,KRAMER_1_R1BX3,RT,2025-07-01,24,100,41.5,supply,energy,2025-07-01 18:00:00,VALID
BID-03882,KRAMER_1_R1BX3,RT,2025-07-02,1,100,84.55,supply,energy,2025-07-02 01:00:00,VALID
BID-03883,KRAMER_1_R1BX3,RT,2025-07-02,2,100,125.89,supply,energy,2025-07-02 01:00:00,VALID
BID-03884,KRAMER_1_R1BX3,RT,2025-07-02,3,100,97.54,supply,energy,2025-07-02 01:00:00,VALID
BID-03885,KRAMER_1_R1BX3,RT,2025-07-02,4,100,115.13,supply,energy,2025-07-02 01:00:00,VALID
BID-03886,KRAMER_1_R1BX3,RT,2025-07-02,5,100,24.24,supply,energy,2025-07-02 01:00:00,VALID
BID-03887,KRAMER_1_R1BX3,RT,2025-07-02,6,100,66.72,supply,energy,2025-07-02 01:00:00,VALID
BID-03888,KRAMER_1_R1BX3,RT,2025-07-02,7,100,103.96,supply,energy,2025-07-02 01:00:00,VALID
BID-03889,KRAMER_1_R1BX3,RT,2025-07-02,8,100,-21.25,supply,energy,2025-07-02 02:00:00,VALID
BID-03890,KRAMER_1_R1BX3,RT,2025-07-02,9,100,16.35,supply,energy,2025-07-02 03:00:00,VALID
BID-03891,KRAMER_1_R1BX3,RT,2025-07-02,10,100,18.53,supply,energy,2025-07-02 04:00:00,VALID
BID-03892,KRAMER_1_R1BX3,RT,2025-07-02,11,100,-14.71,supply,energy,2025-07-02 05:00:00,VALID
BID-03893,KRAMER_1_R1BX3,RT,2025-07-02,12,100,70.39,supply,energy,2025-07-02 06:00:00,VALID
BID-03894,KRAMER_1_R1BX3,RT,2025-07-02,13,100,77.48,supply,energy,2025-07-02 07:00:00,VALID
BID-03895,KRAMER_1_R1BX3,RT,2025-07-02,14,100,-8.87,supply,energy,2025-07-02 08:00:00,VALID
BID-03896,KRAMER_1_R1BX3,RT,2025-07-02,15,100,-6.07,supply,energy,2025-07-02 09:00:00,VALID
BID-03897,KRAMER_1_R1BX3,RT,2025-07-02,16,100,75.25,supply,energy,2025-07-02 10:00:00,VALID
BID-03898,KRAMER_1_R1BX3,RT,2025-07-02,17,100,118.39,supply,energy,2025-07-02 11:00:00,VALID
BID-03899,KRAMER_1_R1BX3,RT,2025-07-02,18,100,116.23,supply,energy,2025-07-02 12:00:00,VALID
BID-03900,KRAMER_1_R1BX3,RT,2025-07-02,19,100,22.75,supply,energy,2025-07-02 13:00:00,VALID
BID-03901,KRAMER_1_R1BX3,RT,2025-07-02,20,100,76.25,supply,energy,2025-07-02 14:00:00,VALID
BID-03902,KRAMER_1_R1BX3,RT,2025-07-02,21,100,-18.87,supply,energy,2025-07-02 15:00:00,VALID
BID-03903,KRAMER_1_R1BX3,RT,2025-07-02,22,100,24.98,supply,energy,2025-07-02 16:00:00,VALID
BID-03904,KRAMER_1_R1BX3,RT,2025-07-02,23,100,-12.53,supply,energy,2025-07-02 17:00:00,VALID
BID-03905,KRAMER_1_R1BX3,RT,2025-07-02,24,100,34.54,supply,energy,2025-07-02 18:00:00,VALID
BID-03906,KRAMER_1_R1BX3,RT,2025-07-03,1,100,1.89,supply,energy,2025-07-03 01:00:00,VALID
BID-03907,KRAMER_1_R1BX3,RT,2025-07-03,2,100,113.56,supply,energy,2025-07-03 01:00:00,VALID
BID-03908,KRAMER_1_R1BX3,RT,2025-07-03,3,100,69.56,supply,energy,2025-07-03 01:00:00,VALID
BID-03909,KRAMER_1_R1BX3,RT,2025-07-03,4,100,12.98,supply,energy,2025-07-03 01:00:00,VALID
BID-03910,KRAMER_1_R1BX3,RT,2025-07-03,5,100,98.64,supply,energy,2025-07-03 01:00:00,VALID
BID-03911,KRAMER_1_R1BX3,RT,2025-07-03,6,100,90.83,supply,energy,2025-07-03 01:00:00,VALID
BID-03912,KRAMER_1_R1BX3,RT,2025-07-03,7,100,44.02,supply,energy,2025-07-03 01:00:00,VALID
BID-03913,KRAMER_1_R1BX3,RT,2025-07-03,8,100,107.45,supply,energy,2025-07-03 02:00:00,VALID
BID-03914,KRAMER_1_R1BX3,RT,2025-07-03,9,100,-10.69,supply,energy,2025-07-03 03:00:00,VALID
BID-03915,KRAMER_1_R1BX3,RT,2025-07-03,10,100,89.35,supply,energy,2025-07-03 04:00:00,VALID
BID-03916,KRAMER_1_R1BX3,RT,2025-07-03,11,100,119.0,supply,energy,2025-07-03 05:00:00,VALID
BID-03917,KRAMER_1_R1BX3,RT,2025-07-03,12,100,56.05,supply,energy,2025-07-03 06:00:00,VALID
BID-03918,KRAMER_1_R1BX3,RT,2025-07-03,13,100,-11.09,supply,energy,2025-07-03 07:00:00,VALID
BID-03919,KRAMER_1_R1BX3,RT,2025-07-03,14,100,12.53,supply,energy,2025-07-03 08:00:00,VALID
BID-03920,KRAMER_1_R1BX3,RT,2025-07-03,15,100,39.09,supply,energy,2025-07-03 09:00:00,VALID
BID-03921,KRAMER_1_R1BX3,RT,2025-07-03,16,100,127.04,supply,energy,2025-07-03 10:00:00,VALID
BID-03922,KRAMER_1_R1BX3,RT,2025-07-03,17,100,27.0,supply,energy,2025-07-03 11:00:00,VALID
BID-03923,KRAMER_1_R1BX3,RT,2025-07-03,18,100,142.94,supply,energy,2025-07-03 12:00:00,VALID
BID-03924,KRAMER_1_R1BX3,RT,2025-07-03,19,100,-19.01,supply,energy,2025-07-03 13:00:00,VALID
BID-03925,KRAMER_1_R1BX3,RT,2025-07-03,20,100,132.86,supply,energy,2025-07-03 14:00:00,VALID
BID-03926,KRAMER_1_R1BX3,RT,2025-07-03,21,100,118.32,supply,energy,2025-07-03 15:00:00,VALID
BID-03927,KRAMER_1_R1BX3,RT,2025-07-03,22,100,119.22,supply,energy,2025-07-03 16:00:00,VALID
BID-03928,KRAMER_1_R1BX3,RT,2025-07-03,23,100,134.51,supply,energy,2025-07-03 17:00:00,VALID
BID-03929,KRAMER_1_R1BX3,RT,2025-07-03,24,100,22.5,supply,energy,2025-07-03 18:00:00,VALID
BID-03930,KRAMER_1_R1BX3,RT,2025-07-04,1,100,56.7,supply,energy,2025-07-04 01:00:00,VALID
BID-03931,KRAMER_1_R1BX3,RT,2025-07-04,2,100,-16.82,supply,energy,2025-07-04 01:00:00,VALID
BID-03932,KRAMER_1_R1BX3,RT,2025-07-04,3,100,55.97,supply,energy,2025-07-04 01:00:00,VALID
BID-03933,KRAMER_1_R1BX3,RT,2025-07-04,4,100,45.52,supply,energy,2025-07-04 01:00:00,VALID
BID-03934,KRAMER_1_R1BX3,RT,2025-07-04,5,100,98.53,supply,energy,2025-07-04 01:00:00,VALID
BID-03935,KRAMER_1_R1BX3,RT,2025-07-04,6,100,123.68,supply,energy,2025-07-04 01:00:00,VALID
BID-03936,KRAMER_1_R1BX3,RT,2025-07-04,7,100,-16.48,supply,energy,2025-07-04 01:00:00,VALID
BID-03937,KRAMER_1_R1BX3,RT,2025-07-04,8,100,0.34,supply,energy,2025-07-04 02:00:00,VALID
BID-03938,KRAMER_1_R1BX3,RT,2025-07-04,9,100,73.8,supply,energy,2025-07-04 03:00:00,VALID
BID-03939,KRAMER_1_R1BX3,RT,2025-07-04,10,100,10.38,supply,energy,2025-07-04 04:00:00,VALID
BID-03940,KRAMER_1_R1BX3,RT,2025-07-04,11,100,85.23,supply,energy,2025-07-04 05:00:00,VALID
BID-03941,KRAMER_1_R1BX3,RT,2025-07-04,12,100,0.99,supply,energy,2025-07-04 06:00:00,VALID
BID-03942,KRAMER_1_R1BX3,RT,2025-07-04,13,100,102.88,supply,energy,2025-07-04 07:00:00,VALID
BID-03943,KRAMER_1_R1BX3,RT,2025-07-04,14,100,90.4,supply,energy,2025-07-04 08:00:00,VALID
BID-03944,KRAMER_1_R1BX3,RT,2025-07-04,15,100,82.87,supply,energy,2025-07-04 09:00:00,VALID
BID-03945,KRAMER_1_R1BX3,RT,2025-07-04,16,100,132.75,supply,energy,2025-07-04 10:00:00,VALID
BID-03946,KRAMER_1_R1BX3,RT,2025-07-04,17,100,11.92,supply,energy,2025-07-04 11:00:00,VALID
BID-03947,KRAMER_1_R1BX3,RT,2025-07-04,18,100,102.49,supply,energy,2025-07-04 12:00:00,VALID
BID-03948,KRAMER_1_R1BX3,RT,2025-07-04,19,100,102.47,supply,energy,2025-07-04 13:00:00,VALID
BID-03949,KRAMER_1_R1BX3,RT,2025-07-04,20,100,132.28,supply,energy,2025-07-04 14:00:00,VALID
BID-03950,KRAMER_1_R1BX3,RT,2025-07-04,21,100,60.64,supply,energy,2025-07-04 15:00:00,VALID
BID-03951,KRAMER_1_R1BX3,RT,2025-07-04,22,100,58.91,supply,energy,2025-07-04 16:00:00,VALID
BID-03952,KRAMER_1_R1BX3,RT,2025-07-04,23,100,132.26,supply,energy,2025-07-04 17:00:00,VALID
BID-03953,KRAMER_1_R1BX3,RT,2025-07-04,24,100,-29.92,supply,energy,2025-07-04 18:00:00,VALID
BID-03954,KRAMER_1_R1BX3,RT,2025-07-05,1,100,96.05,supply,energy,2025-07-05 01:00:00,VALID
BID-03955,KRAMER_1_R1BX3,RT,2025-07-05,2,100,77.1,supply,energy,2025-07-05 01:00:00,VALID
BID-03956,KRAMER_1_R1BX3,RT,2025-07-05,3,100,44.52,supply,energy,2025-07-05 01:00:00,VALID
BID-03957,KRAMER_1_R1BX3,RT,2025-07-05,4,100,-29.1,supply,energy,2025-07-05 01:00:00,VALID
BID-03958,KRAMER_1_R1BX3,RT,2025-07-05,5,100,134.91,supply,energy,2025-07-05 01:00:00,VALID
BID-03959,KRAMER_1_R1BX3,RT,2025-07-05,6,100,116.69,supply,energy,2025-07-05 01:00:00,VALID
BID-03960,KRAMER_1_R1BX3,RT,2025-07-05,7,100,33.58,supply,energy,2025-07-05 01:00:00,VALID
BID-03961,KRAMER_1_R1BX3,RT,2025-07-05,8,100,-17.97,supply,energy,2025-07-05 02:00:00,VALID
BID-03962,KRAMER_1_R1BX3,RT,2025-07-05,9,100,126.7,supply,energy,2025-07-05 03:00:00,VALID
BID-03963,KRAMER_1_R1BX3,RT,2025-07-05,10,100,29.01,supply,energy,2025-07-05 04:00:00,VALID
BID-03964,KRAMER_1_R1BX3,RT,2025-07-05,11,100,26.44,supply,energy,2025-07-05 05:00:00,VALID
BID-03965,KRAMER_1_R1BX3,RT,2025-07-05,12,100,-18.45,supply,energy,2025-07-05 06:00:00,VALID
BID-03966,KRAMER_1_R1BX3,RT,2025-07-05,13,100,32.64,supply,energy,2025-07-05 07:00:00,VALID
BID-03967,KRAMER_1_R1BX3,RT,2025-07-05,14,100,37.87,supply,energy,2025-07-05 08:00:00,VALID
BID-03968,KRAMER_1_R1BX3,RT,2025-07-05,15,100,99.65,supply,energy,2025-07-05 09:00:00,VALID
BID-03969,KRAMER_1_R1BX3,RT,2025-07-05,16,100,-15.89,supply,energy,2025-07-05 10:00:00,VALID
BID-03970,KRAMER_1_R1BX3,RT,2025-07-05,17,100,-4.6,supply,energy,2025-07-05 11:00:00,VALID
BID-03971,KRAMER_1_R1BX3,RT,2025-07-05,18,100,-4.77,supply,energy,2025-07-05 12:00:00,VALID
BID-03972,KRAMER_1_R1BX3,RT,2025-07-05,19,100,-17.14,supply,energy,2025-07-05 13:00:00,VALID
BID-03973,KRAMER_1_R1BX3,RT,2025-07-05,20,100,-0.33,supply,energy,2025-07-05 14:00:00,VALID
BID-03974,KRAMER_1_R1BX3,RT,2025-07-05,21,100,45.19,supply,energy,2025-07-05 15:00:00,VALID
BID-03975,KRAMER_1_R1BX3,RT,2025-07-05,22,100,78.59,supply,energy,2025-07-05 16:00:00,VALID
BID-03976,KRAMER_1_R1BX3,RT,2025-07-05,23,100,116.94,supply,energy,2025-07-05 17:00:00,VALID
BID-03977,KRAMER_1_R1BX3,RT,2025-07-05,24,100,-17.69,supply,energy,2025-07-05 18:00:00,VALID
BID-03978,KRAMER_1_R1BX3,RT,2025-07-06,1,100,7.1,supply,energy,2025-07-06 01:00:00,VALID
BID-03979,KRAMER_1_R1BX3,RT,2025-07-06,2,100,127.37,supply,energy,2025-07-06 01:00:00,VALID
BID-03980,KRAMER_1_R1BX3,RT,2025-07-06,3,100,-6.79,supply,energy,2025-07-06 01:00:00,VALID
BID-03981,KRAMER_1_R1BX3,RT,2025-07-06,4,100,-17.56,supply,energy,2025-07-06 01:00:00,VALID
BID-03982,KRAMER_1_R1BX3,RT,2025-07-06,5,100,-9.29,supply,energy,2025-07-06 01:00:00,VALID
BID-03983,KRAMER_1_R1BX3,RT,2025-07-06,6,100,59.01,supply,energy,2025-07-06 01:00:00,VALID
BID-03984,KRAMER_1_R1BX3,RT,2025-07-06,7,100,109.93,supply,energy,2025-07-06 01:00:00,VALID
BID-03985,KRAMER_1_R1BX3,RT,2025-07-06,8,100,83.82,supply,energy,2025-07-06 02:00:00,VALID
BID-03986,KRAMER_1_R1BX3,RT,2025-07-06,9,100,-0.23,supply,energy,2025-07-06 03:00:00,VALID
BID-03987,KRAMER_1_R1BX3,RT,2025-07-06,10,100,128.09,supply,energy,2025-07-06 04:00:00,VALID
BID-03988,KRAMER_1_R1BX3,RT,2025-07-06,11,100,29.02,supply,energy,2025-07-06 05:00:00,VALID
BID-03989,KRAMER_1_R1BX3,RT,2025-07-06,12,100,57.22,supply,energy,2025-07-06 06:00:00,VALID
BID-03990,KRAMER_1_R1BX3,RT,2025-07-06,13,100,53.37,supply,energy,2025-07-06 07:00:00,VALID
BID-03991,KRAMER_1_R1BX3,RT,2025-07-06,14,100,106.94,supply,energy,2025-07-06 08:00:00,VALID
BID-03992,KRAMER_1_R1BX3,RT,2025-07-06,15,100,-19.71,supply,energy,2025-07-06 09:00:00,VALID
BID-03993,KRAMER_1_R1BX3,RT,2025-07-06,16,100,-6.68,supply,energy,2025-07-06 10:00:00,VALID
BID-03994,KRAMER_1_R1BX3,RT,2025-07-06,17,100,35.9,supply,energy,2025-07-06 11:00:00,VALID
BID-03995,KRAMER_1_R1BX3,RT,2025-07-06,18,100,42.11,supply,energy,2025-07-06 12:00:00,VALID
BID-03996,KRAMER_1_R1BX3,RT,2025-07-06,19,100,67.44,supply,energy,2025-07-06 13:00:00,VALID
BID-03997,KRAMER_1_R1BX3,RT,2025-07-06,20,100,136.81,supply,energy,2025-07-06 14:00:00,VALID
BID-03998,KRAMER_1_R1BX3,RT,2025-07-06,21,100,102.54,supply,energy,2025-07-06 15:00:00,VALID
BID-03999,KRAMER_1_R1BX3,RT,2025-07-06,22,100,15.45,supply,energy,2025-07-06 16:00:00,VALID
BID-04000,KRAMER_1_R1BX3,RT,2025-07-06,23,100,107.17,supply,energy,2025-07-06 17:00:00,VALID
BID-04001,KRAMER_1_R1BX3,RT,2025-07-06,24,100,148.85,supply,energy,2025-07-06 18:00:00,VALID
BID-04002,KRAMER_1_R1BX3,RT,2025-07-07,1,100,-24.9,supply,energy,2025-07-07 01:00:00,VALID
BID-04003,KRAMER_1_R1BX3,RT,2025-07-07,2,100,66.94,supply,energy,2025-07-07 01:00:00,VALID
BID-04004,KRAMER_1_R1BX3,RT,2025-07-07,3,100,107.02,supply,energy,2025-07-07 01:00:00,VALID
BID-04005,KRAMER_1_R1BX3,RT,2025-07-07,4,100,34.98,supply,energy,2025-07-07 01:00:00,VALID
BID-04006,KRAMER_1_R1BX3,RT,2025-07-07,5,100,129.11,supply,energy,2025-07-07 01:00:00,VALID
BID-04007,KRAMER_1_R1BX3,RT,2025-07-07,6,100,51.24,supply,energy,2025-07-07 01:00:00,VALID
BID-04008,KRAMER_1_R1BX3,RT,2025-07-07,7,100,83.3,supply,energy,2025-07-07 01:00:00,VALID
BID-04009,KRAMER_1_R1BX3,RT,2025-07-07,8,100,46.63,supply,energy,2025-07-07 02:00:00,VALID
BID-04010,KRAMER_1_R1BX3,RT,2025-07-07,9,100,53.19,supply,energy,2025-07-07 03:00:00,VALID
BID-04011,KRAMER_1_R1BX3,RT,2025-07-07,10,100,113.36,supply,energy,2025-07-07 04:00:00,VALID
BID-04012,KRAMER_1_R1BX3,RT,2025-07-07,11,100,112.09,supply,energy,2025-07-07 05:00:00,VALID
BID-04013,KRAMER_1_R1BX3,RT,2025-07-07,12,100,78.51,supply,energy,2025-07-07 06:00:00,VALID
BID-04014,KRAMER_1_R1BX3,RT,2025-07-07,13,100,-14.5,supply,energy,2025-07-07 07:00:00,VALID
BID-04015,KRAMER_1_R1BX3,RT,2025-07-07,14,100,-27.25,supply,energy,2025-07-07 08:00:00,VALID
BID-04016,KRAMER_1_R1BX3,RT,2025-07-07,15,100,105.53,supply,energy,2025-07-07 09:00:00,VALID
BID-04017,KRAMER_1_R1BX3,RT,2025-07-07,16,100,122.14,supply,energy,2025-07-07 10:00:00,VALID
BID-04018,KRAMER_1_R1BX3,RT,2025-07-07,17,100,-29.15,supply,energy,2025-07-07 11:00:00,VALID
BID-04019,KRAMER_1_R1BX3,RT,2025-07-07,18,100,28.86,supply,energy,2025-07-07 12:00:00,VALID
BID-04020,KRAMER_1_R1BX3,RT,2025-07-07,19,100,104.41,supply,energy,2025-07-07 13:00:00,VALID
BID-04021,KRAMER_1_R1BX3,RT,2025-07-07,20,100,-27.33,supply,energy,2025-07-07 14:00:00,VALID
BID-04022,KRAMER_1_R1BX3,RT,2025-07-07,21,100,4.61,supply,energy,2025-07-07 15:00:00,VALID
BID-04023,KRAMER_1_R1BX3,RT,2025-07-07,22,100,145.31,supply,energy,2025-07-07 16:00:00,VALID
BID-04024,KRAMER_1_R1BX3,RT,2025-07-07,23,100,-25.55,supply,energy,2025-07-07 17:00:00,VALID
BID-04025,KRAMER_1_R1BX3,RT,2025-07-07,24,100,55.29,supply,energy,2025-07-07 18:00:00,VALID
BID-04026,RSMNDS_2_CSRBT1,RT,2025-07-01,1,100,58.79,supply,energy,2025-07-01 01:00:00,VALID
BID-04027,RSMNDS_2_CSRBT1,RT,2025-07-01,2,100,76.1,supply,energy,2025-07-01 01:00:00,VALID
BID-04028,RSMNDS_2_CSRBT1,RT,2025-07-01,3,100,5.36,supply,energy,2025-07-01 01:00:00,VALID
BID-04029,RSMNDS_2_CSRBT1,RT,2025-07-01,4,100,-18.65,supply,energy,2025-07-01 01:00:00,VALID
BID-04030,RSMNDS_2_CSRBT1,RT,2025-07-01,5,100,-14.73,supply,energy,2025-07-01 01:00:00,VALID
BID-04031,RSMNDS_2_CSRBT1,RT,2025-07-01,6,100,90.38,supply,energy,2025-07-01 01:00:00,VALID
BID-04032,RSMNDS_2_CSRBT1,RT,2025-07-01,7,100,124.36,supply,energy,2025-07-01 01:00:00,VALID
BID-04033,RSMNDS_2_CSRBT1,RT,2025-07-01,8,100,128.1,supply,energy,2025-07-01 02:00:00,VALID
BID-04034,RSMNDS_2_CSRBT1,RT,2025-07-01,9,100,127.39,supply,energy,2025-07-01 03:00:00,VALID
BID-04035,RSMNDS_2_CSRBT1,RT,2025-07-01,10,100,27.9,supply,energy,2025-07-01 04:00:00,VALID
BID-04036,RSMNDS_2_CSRBT1,RT,2025-07-01,11,100,44.54,supply,energy,2025-07-01 05:00:00,VALID
BID-04037,RSMNDS_2_CSRBT1,RT,2025-07-01,12,100,29.09,supply,energy,2025-07-01 06:00:00,VALID
BID-04038,RSMNDS_2_CSRBT1,RT,2025-07-01,13,100,-9.91,supply,energy,2025-07-01 07:00:00,VALID
BID-04039,RSMNDS_2_CSRBT1,RT,2025-07-01,14,100,124.72,supply,energy,2025-07-01 08:00:00,VALID
BID-04040,RSMNDS_2_CSRBT1,RT,2025-07-01,15,100,37.14,supply,energy,2025-07-01 09:00:00,VALID
BID-04041,RSMNDS_2_CSRBT1,RT,2025-07-01,16,100,26.74,supply,energy,2025-07-01 10:00:00,VALID
BID-04042,RSMNDS_2_CSRBT1,RT,2025-07-01,17,100,16.48,supply,energy,2025-07-01 11:00:00,VALID
BID-04043,RSMNDS_2_CSRBT1,RT,2025-07-01,18,100,34.6,supply,energy,2025-07-01 12:00:00,VALID
BID-04044,RSMNDS_2_CSRBT1,RT,2025-07-01,19,100,40.7,supply,energy,2025-07-01 13:00:00,VALID
BID-04045,RSMNDS_2_CSRBT1,RT,2025-07-01,20,100,13.87,supply,energy,2025-07-01 14:00:00,VALID
BID-04046,RSMNDS_2_CSRBT1,RT,2025-07-01,21,100,103.49,supply,energy,2025-07-01 15:00:00,VALID
BID-04047,RSMNDS_2_CSRBT1,RT,2025-07-01,22,100,33.54,supply,energy,2025-07-01 16:00:00,VALID
BID-04048,RSMNDS_2_CSRBT1,RT,2025-07-01,23,100,14.06,supply,energy,2025-07-01 17:00:00,VALID
BID-04049,RSMNDS_2_CSRBT1,RT,2025-07-01,24,100,109.36,supply,energy,2025-07-01 18:00:00,VALID
BID-04050,RSMNDS_2_CSRBT1,RT,2025-07-02,1,100,7.36,supply,energy,2025-07-02 01:00:00,VALID
BID-04051,RSMNDS_2_CSRBT1,RT,2025-07-02,2,100,123.29,supply,energy,2025-07-02 01:00:00,VALID
