node,operating_date,hour_ending,forecast_lmp,actual_rt_lmp
ARCATA_6_FCPSB2,2025-07-02,17,31.93,31.04
ARCATA_6_FCPSB2,2025-07-02,18,19.3,38.43
ARCATA_6_FCPSB2,2025-07-02,19,40.4,24.51
ARCATA_6_FCPSB2,2025-07-02,20,19.79,24.67
ARCATA_6_FCPSB2,2025-07-02,21,14.36,16.36
ARCATA_6_FCPSB2,2025-07-02,22,23.96,11.36
ARCATA_6_FCPSB2,2025-07-02,23,-4.75,-7.1
ARCATA_6_FCPSB2,2025-07-02,24,6.57,-0.38
ARCATA_6_FCPSB2,2025-07-03,1,20.38,27.53
ARCATA_6_FCPSB2,2025-07-03,2,-45.33,-52.16
ARCATA_6_FCPSB2,2025-07-03,3,29.83,-9.82
ARCATA_6_FCPSB2,2025-07-03,4,3.61,12.43
ARCATA_6_FCPSB2,2025-07-03,5,16.61,28.49
ARCATA_6_FCPSB2,2025-07-03,6,16.62,8.15
ARCATA_6_FCPSB2,2025-07-03,7,33.24,26.65
ARCATA_6_FCPSB2,2025-07-03,8,49.62,61.19
ARCATA_6_FCPSB2,2025-07-03,9,14.72,36.73
ARCATA_6_FCPSB2,2025-07-03,10,66.41,69.4
ARCATA_6_FCPSB2,2025-07-03,11,58.86,49.89
ARCATA_6_FCPSB2,2025-07-03,12,63.68,52.84
ARCATA_6_FCPSB2,2025-07-03,13,59.35,58.05
ARCATA_6_FCPSB2,2025-07-03,14,38.41,34.09
ARCATA_6_FCPSB2,2025-07-03,15,47.95,53.29
ARCATA_6_FCPSB2,2025-07-03,16,40.12,15.65
ARCATA_6_FCPSB2,2025-07-03,17,38.95,33.25
ARCATA_6_FCPSB2,2025-07-03,18,-23.98,29.16
ARCATA_6_FCPSB2,2025-07-03,19,135.15,214.44
ARCATA_6_FCPSB2,2025-07-03,20,311.62,356.91
ARCATA_6_FCPSB2,2025-07-03,21,22.81,20.4
ARCATA_6_FCPSB2,2025-07-03,22,-4.6,3.63
ARCATA_6_FCPSB2,2025-07-03,23,40.75,10.47
ARCATA_6_FCPSB2,2025-07-03,24,11.66,1.97
ARCATA_6_FCPSB2,2025-07-04,1,5.64,15.23
ARCATA_6_FCPSB2,2025-07-04,2,5.57,-6.82
ARCATA_6_FCPSB2,2025-07-04,3,23.71,3.66
ARCATA_6_FCPSB2,2025-07-04,4,30.23,4.27
ARCATA_6_FCPSB2,2025-07-04,5,20.42,21.68
ARCATA_6_FCPSB2,2025-07-04,6,23.07,26.57
ARCATA_6_FCPSB2,2025-07-04,7,42.39,37.22
ARCATA_6_FCPSB2,2025-07-04,8,49.02,39.29
ARCATA_6_FCPSB2,2025-07-04,9,33.31,38.78
ARCATA_6_FCPSB2,2025-07-04,10,68.05,64.61
ARCATA_6_FCPSB2,2025-07-04,11,28.07,36.03
ARCATA_6_FCPSB2,2025-07-04,12,26.11,12.51
ARCATA_6_FCPSB2,2025-07-04,13,26.12,45.76
ARCATA_6_FCPSB2,2025-07-04,14,52.38,27.7
ARCATA_6_FCPSB2,2025-07-04,15,63.77,39.26
ARCATA_6_FCPSB2,2025-07-04,16,25.36,23.93
ARCATA_6_FCPSB2,2025-07-04,17,21.75,20.4
ARCATA_6_FCPSB2,2025-07-04,18,22.79,29.3
ARCATA_6_FCPSB2,2025-07-04,19,22.67,34.65
ARCATA_6_FCPSB2,2025-07-04,20,22.23,65.0
ARCATA_6_FCPSB2,2025-07-04,21,2.11,-13.08
ARCATA_6_FCPSB2,2025-07-04,22,18.15,24.61
ARCATA_6_FCPSB2,2025-07-04,23,17.59,32.08
ARCATA_6_FCPSB2,2025-07-04,24,3.94,-4.69
ARCATA_6_FCPSB2,2025-07-05,1,-10.22,3.61
ARCATA_6_FCPSB2,2025-07-05,2,-39.32,-40.23
ARCATA_6_FCPSB2,2025-07-05,3,22.54,26.61
ARCATA_6_FCPSB2,2025-07-05,4,20.07,30.43
ARCATA_6_FCPSB2,2025-07-05,5,37.21,46.3
ARCATA_6_FCPSB2,2025-07-05,6,23.52,26.82
ARCATA_6_FCPSB2,2025-07-05,7,40.0,52.06
ARCATA_6_FCPSB2,2025-07-05,8,52.88,9.27
ARCATA_6_FCPSB2,2025-07-05,9,58.78,12.66
ARCATA_6_FCPSB2,2025-07-05,10,30.56,24.66
ARCATA_6_FCPSB2,2025-07-05,11,-12.86,-28.42
ARCATA_6_FCPSB2,2025-07-05,12,77.37,74.48
ARCATA_6_FCPSB2,2025-07-05,13,40.12,21.9
ARCATA_6_FCPSB2,2025-07-05,14,53.08,64.65
ARCATA_6_FCPSB2,2025-07-05,15,36.82,22.51
ARCATA_6_FCPSB2,2025-07-05,16,56.95,28.8
ARCATA_6_FCPSB2,2025-07-05,17,34.7,32.62
ARCATA_6_FCPSB2,2025-07-05,18,59.24,53.77
ARCATA_6_FCPSB2,2025-07-05,19,26.06,50.03
ARCATA_6_FCPSB2,2025-07-05,20,-2.58,16.01
ARCATA_6_FCPSB2,2025-07-05,21,1.71,15.77
ARCATA_6_FCPSB2,2025-07-05,22,41.52,79.29
ARCATA_6_FCPSB2,2025-07-05,23,5.83,14.0
ARCATA_6_FCPSB2,2025-07-05,24,15.8,28.66
ARCATA_6_FCPSB2,2025-07-06,1,7.26,34.4
ARCATA_6_FCPSB2,2025-07-06,2,16.4,37.41
ARCATA_6_FCPSB2,2025-07-06,3,28.58,14.99
ARCATA_6_FCPSB2,2025-07-06,4,24.32,-11.32
ARCATA_6_FCPSB2,2025-07-06,5,23.58,40.9
ARCATA_6_FCPSB2,2025-07-06,6,31.79,59.7
ARCATA_6_FCPSB2,2025-07-06,7,38.0,45.15
ARCATA_6_FCPSB2,2025-07-06,8,24.1,23.27
ARCATA_6_FCPSB2,2025-07-06,9,44.48,63.84
ARCATA_6_FCPSB2,2025-07-06,10,56.48,43.31
ARCATA_6_FCPSB2,2025-07-06,11,33.96,28.78
ARCATA_6_FCPSB2,2025-07-06,12,70.15,71.72
ARCATA_6_FCPSB2,2025-07-06,13,50.38,39.49
ARCATA_6_FCPSB2,2025-07-06,14,47.92,48.98
ARCATA_6_FCPSB2,2025-07-06,15,42.64,67.38
ARCATA_6_FCPSB2,2025-07-06,16,38.62,25.84
ARCATA_6_FCPSB2,2025-07-06,17,27.37,8.82
ARCATA_6_FCPSB2,2025-07-06,18,59.5,45.92
ARCATA_6_FCPSB2,2025-07-06,19,27.2,11.17
ARCATA_6_FCPSB2,2025-07-06,20,21.41,11.1
ARCATA_6_FCPSB2,2025-07-06,21,4.86,-14.73
ARCATA_6_FCPSB2,2025-07-06,22,9.41,14.15
ARCATA_6_FCPSB2,2025-07-06,23,1.21,27.4
ARCATA_6_FCPSB2,2025-07-06,24,-8.58,-20.97
ARCATA_6_FCPSB2,2025-07-07,1,-31.69,-14.63
ARCATA_6_FCPSB2,2025-07-07,2,9.08,21.81
ARCATA_6_FCPSB2,2025-07-07,3,10.96,11.81
ARCATA_6_FCPSB2,2025-07-07,4,16.48,19.77
ARCATA_6_FCPSB2,2025-07-07,5,32.0,-5.28
ARCATA_6_FCPSB2,2025-07-07,6,10.42,17.88
ARCATA_6_FCPSB2,2025-07-07,7,49.03,41.11
ARCATA_6_FCPSB2,2025-07-07,8,43.32,59.09
ARCATA_6_FCPSB2,2025-07-07,9,39.47,8.14
ARCATA_6_FCPSB2,2025-07-07,10,38.55,29.1
ARCATA_6_FCPSB2,2025-07-07,11,24.45,29.92
ARCATA_6_FCPSB2,2025-07-07,12,40.23,53.11
ARCATA_6_FCPSB2,2025-07-07,13,-21.97,-20.25
ARCATA_6_FCPSB2,2025-07-07,14,73.23,81.03
ARCATA_6_FCPSB2,2025-07-07,15,54.13,71.25
ARCATA_6_FCPSB2,2025-07-07,16,9.97,38.14
ARCATA_6_FCPSB2,2025-07-07,17,54.71,18.68
ARCATA_6_FCPSB2,2025-07-07,18,35.49,32.0
ARCATA_6_FCPSB2,2025-07-07,19,30.41,52.84
ARCATA_6_FCPSB2,2025-07-07,20,19.21,16.6
ARCATA_6_FCPSB2,2025-07-07,21,25.94,20.65
ARCATA_6_FCPSB2,2025-07-07,22,22.16,18.91
ARCATA_6_FCPSB2,2025-07-07,23,8.51,1.04
ARCATA_6_FCPSB2,2025-07-07,24,10.55,7.14
DSFLWR_2_W9CSB2,2025-07-01,1,14.42,7.39
DSFLWR_2_W9CSB2,2025-07-01,2,-8.09,-9.97
DSFLWR_2_W9CSB2,2025-07-01,3,35.51,54.07
DSFLWR_2_W9CSB2,2025-07-01,4,-50.17,-55.63
DSFLWR_2_W9CSB2,2025-07-01,5,12.21,36.94
DSFLWR_2_W9CSB2,2025-07-01,6,30.15,9.95
DSFLWR_2_W9CSB2,2025-07-01,7,62.23,47.72
DSFLWR_2_W9CSB2,2025-07-01,8,53.18,71.11
DSFLWR_2_W9CSB2,2025-07-01,9,58.5,55.01
DSFLWR_2_W9CSB2,2025-07-01,10,43.74,36.42
DSFLWR_2_W9CSB2,2025-07-01,11,79.88,73.71
DSFLWR_2_W9CSB2,2025-07-01,12,45.43,42.94
DSFLWR_2_W9CSB2,2025-07-01,13,51.12,62.36
DSFLWR_2_W9CSB2,2025-07-01,14,43.6,18.74
DSFLWR_2_W9CSB2,2025-07-01,15,36.06,58.0
DSFLWR_2_W9CSB2,2025-07-01,16,27.16,59.49
DSFLWR_2_W9CSB2,2025-07-01,17,6.36,32.18
DSFLWR_2_W9CSB2,2025-07-01,18,23.57,49.73
DSFLWR_2_W9CSB2,2025-07-01,19,346.72,358.95
DSFLWR_2_W9CSB2,2025-07-01,20,222.79,198.66
DSFLWR_2_W9CSB2,2025-07-01,21,7.28,9.01
DSFLWR_2_W9CSB2,2025-07-01,22,24.35,20.36
DSFLWR_2_W9CSB2,2025-07-01,23,31.31,7.56
DSFLWR_2_W9CSB2,2025-07-01,24,22.39,12.22
DSFLWR_2_W9CSB2,2025-07-02,1,-5.54,-3.7
DSFLWR_2_W9CSB2,2025-07-02,2,32.78,25.68
DSFLWR_2_W9CSB2,2025-07-02,3,8.99,13.86
DSFLWR_2_W9CSB2,2025-07-02,4,1.22,-3.23
DSFLWR_2_W9CSB2,2025-07-02,5,6.26,11.37
DSFLWR_2_W9CSB2,2025-07-02,6,30.95,33.49
DSFLWR_2_W9CSB2,2025-07-02,7,29.62,43.58
DSFLWR_2_W9CSB2,2025-07-02,8,32.74,8.09
DSFLWR_2_W9CSB2,2025-07-02,9,41.22,51.36
DSFLWR_2_W9CSB2,2025-07-02,10,65.44,25.87
DSFLWR_2_W9CSB2,2025-07-02,11,41.11,35.52
DSFLWR_2_W9CSB2,2025-07-02,12,66.38,66.46
DSFLWR_2_W9CSB2,2025-07-02,13,54.56,69.28
DSFLWR_2_W9CSB2,2025-07-02,14,50.84,38.16
DSFLWR_2_W9CSB2,2025-07-02,15,53.8,35.92
DSFLWR_2_W9CSB2,2025-07-02,16,31.92,31.4
DSFLWR_2_W9CSB2,2025-07-02,17,58.81,58.71
DSFLWR_2_W9CSB2,2025-07-02,18,163.76,155.6
DSFLWR_2_W9CSB2,2025-07-02,19,17.32,-1.15
DSFLWR_2_W9CSB2,2025-07-02,20,9.3,-1.85
DSFLWR_2_W9CSB2,2025-07-02,21,-0.95,-6.39
DSFLWR_2_W9CSB2,2025-07-02,22,27.61,54.22
DSFLWR_2_W9CSB2,2025-07-02,23,6.74,-33.38
DSFLWR_2_W9CSB2,2025-07-02,24,33.89,34.55
DSFLWR_2_W9CSB2,2025-07-03,1,2.34,10.02
DSFLWR_2_W9CSB2,2025-07-03,2,41.69,19.21
DSFLWR_2_W9CSB2,2025-07-03,3,15.43,7.01
DSFLWR_2_W9CSB2,2025-07-03,4,-12.96,-30.7
DSFLWR_2_W9CSB2,2025-07-03,5,22.16,0.83
DSFLWR_2_W9CSB2,2025-07-03,6,29.11,31.33
DSFLWR_2_W9CSB2,2025-07-03,7,13.22,12.22
DSFLWR_2_W9CSB2,2025-07-03,8,35.49,28.07
DSFLWR_2_W9CSB2,2025-07-03,9,63.43,78.81
DSFLWR_2_W9CSB2,2025-07-03,10,39.32,48.93
DSFLWR_2_W9CSB2,2025-07-03,11,56.61,63.74
DSFLWR_2_W9CSB2,2025-07-03,12,44.97,67.82
DSFLWR_2_W9CSB2,2025-07-03,13,58.56,68.38
DSFLWR_2_W9CSB2,2025-07-03,14,39.58,38.37
DSFLWR_2_W9CSB2,2025-07-03,15,49.4,49.66
DSFLWR_2_W9CSB2,2025-07-03,16,31.11,40.44
DSFLWR_2_W9CSB2,2025-07-03,17,40.69,9.96
DSFLWR_2_W9CSB2,2025-07-03,18,-20.24,27.1
DSFLWR_2_W9CSB2,2025-07-03,19,-47.01,42.07
DSFLWR_2_W9CSB2,2025-07-03,20,-46.39,10.53
DSFLWR_2_W9CSB2,2025-07-03,21,9.35,-18.75
DSFLWR_2_W9CSB2,2025-07-03,22,11.63,1.55
DSFLWR_2_W9CSB2,2025-07-03,23,16.72,24.06
DSFLWR_2_W9CSB2,2025-07-03,24,28.18,37.41
DSFLWR_2_W9CSB2,2025-07-04,1,-1.22,17.85
DSFLWR_2_W9CSB2,2025-07-04,2,-7.09,7.19
DSFLWR_2_W9CSB2,2025-07-04,3,21.87,36.04
DSFLWR_2_W9CSB2,2025-07-04,4,-21.84,1.36
DSFLWR_2_W9CSB2,2025-07-04,5,39.89,49.33
DSFLWR_2_W9CSB2,2025-07-04,6,29.64,18.38
DSFLWR_2_W9CSB2,2025-07-04,7,34.26,45.09
DSFLWR_2_W9CSB2,2025-07-04,8,48.76,46.64
DSFLWR_2_W9CSB2,2025-07-04,9,58.69,77.21
DSFLWR_2_W9CSB2,2025-07-04,10,55.08,63.35
DSFLWR_2_W9CSB2,2025-07-04,11,46.17,44.96
DSFLWR_2_W9CSB2,2025-07-04,12,45.22,54.12
DSFLWR_2_W9CSB2,2025-07-04,13,41.42,26.65
DSFLWR_2_W9CSB2,2025-07-04,14,56.22,53.48
DSFLWR_2_W9CSB2,2025-07-04,15,28.54,30.89
DSFLWR_2_W9CSB2,2025-07-04,16,71.73,35.03
DSFLWR_2_W9CSB2,2025-07-04,17,53.2,40.43
DSFLWR_2_W9CSB2,2025-07-04,18,44.21,50.03
DSFLWR_2_W9CSB2,2025-07-04,19,1.86,27.25
DSFLWR_2_W9CSB2,2025-07-04,20,14.42,22.36
DSFLWR_2_W9CSB2,2025-07-04,21,20.53,7.6
DSFLWR_2_W9CSB2,2025-07-04,22,5.35,-3.2
DSFLWR_2_W9CSB2,2025-07-04,23,29.66,0.67
DSFLWR_2_W9CSB2,2025-07-04,24,12.37,24.9
DSFLWR_2_W9CSB2,2025-07-05,1,-12.13,-9.82
DSFLWR_2_W9CSB2,2025-07-05,2,-34.28,-67.76
DSFLWR_2_W9CSB2,2025-07-05,3,-13.57,-43.46
DSFLWR_2_W9CSB2,2025-07-05,4,32.64,22.26
DSFLWR_2_W9CSB2,2025-07-05,5,9.75,27.15
DSFLWR_2_W9CSB2,2025-07-05,6,18.55,34.98
DSFLWR_2_W9CSB2,2025-07-05,7,19.29,29.98
DSFLWR_2_W9CSB2,2025-07-05,8,47.67,39.44
DSFLWR_2_W9CSB2,2025-07-05,9,60.68,52.57
DSFLWR_2_W9CSB2,2025-07-05,10,43.19,38.79
DSFLWR_2_W9CSB2,2025-07-05,11,52.89,52.51
DSFLWR_2_W9CSB2,2025-07-05,12,67.65,41.14
DSFLWR_2_W9CSB2,2025-07-05,13,-20.05,-2.88
DSFLWR_2_W9CSB2,2025-07-05,14,52.4,88.33
DSFLWR_2_W9CSB2,2025-07-05,15,38.99,58.77
DSFLWR_2_W9CSB2,2025-07-05,16,59.68,82.66
DSFLWR_2_W9CSB2,2025-07-05,17,61.64,45.48
DSFLWR_2_W9CSB2,2025-07-05,18,19.35,8.16
DSFLWR_2_W9CSB2,2025-07-05,19,17.02,-3.0
DSFLWR_2_W9CSB2,2025-07-05,20,45.81,39.42
DSFLWR_2_W9CSB2,2025-07-05,21,26.48,11.78
DSFLWR_2_W9CSB2,2025-07-05,22,31.5,24.63
DSFLWR_2_W9CSB2,2025-07-05,23,3.63,22.31
DSFLWR_2_W9CSB2,2025-07-05,24,29.57,29.69
DSFLWR_2_W9CSB2,2025-07-06,1,13.24,40.92
DSFLWR_2_W9CSB2,2025-07-06,2,21.14,1.39
DSFLWR_2_W9CSB2,2025-07-06,3,36.47,8.29
DSFLWR_2_W9CSB2,2025-07-06,4,13.17,36.64
DSFLWR_2_W9CSB2,2025-07-06,5,48.35,53.18
DSFLWR_2_W9CSB2,2025-07-06,6,42.62,41.1
DSFLWR_2_W9CSB2,2025-07-06,7,26.78,43.98
DSFLWR_2_W9CSB2,2025-07-06,8,17.78,10.25
DSFLWR_2_W9CSB2,2025-07-06,9,47.07,29.29
DSFLWR_2_W9CSB2,2025-07-06,10,47.32,48.11
DSFLWR_2_W9CSB2,2025-07-06,11,58.2,90.47
DSFLWR_2_W9CSB2,2025-07-06,12,44.6,39.69
DSFLWR_2_W9CSB2,2025-07-06,13,25.85,47.35
DSFLWR_2_W9CSB2,2025-07-06,14,62.75,48.84
DSFLWR_2_W9CSB2,2025-07-06,15,29.11,50.13
DSFLWR_2_W9CSB2,2025-07-06,16,49.61,44.01
DSFLWR_2_W9CSB2,2025-07-06,17,36.12,45.3
DSFLWR_2_W9CSB2,2025-07-06,18,392.7,386.57
DSFLWR_2_W9CSB2,2025-07-06,19,33.63,32.88
DSFLWR_2_W9CSB2,2025-07-06,20,197.4,191.5
DSFLWR_2_W9CSB2,2025-07-06,21,6.94,-9.14
DSFLWR_2_W9CSB2,2025-07-06,22,2.63,3.5
DSFLWR_2_W9CSB2,2025-07-06,23,16.36,4.5
DSFLWR_2_W9CSB2,2025-07-06,24,13.25,16.57
DSFLWR_2_W9CSB2,2025-07-07,1,19.46,9.68
DSFLWR_2_W9CSB2,2025-07-07,2,-38.13,-49.88
DSFLWR_2_W9CSB2,2025-07-07,3,-46.53,-57.61
DSFLWR_2_W9CSB2,2025-07-07,4,32.33,21.19
DSFLWR_2_W9CSB2,2025-07-07,5,21.84,11.78
DSFLWR_2_W9CSB2,2025-07-07,6,38.05,8.94
DSFLWR_2_W9CSB2,2025-07-07,7,38.29,36.1
DSFLWR_2_W9CSB2,2025-07-07,8,47.78,82.24
DSFLWR_2_W9CSB2,2025-07-07,9,49.36,32.58
DSFLWR_2_W9CSB2,2025-07-07,10,75.18,19.73
DSFLWR_2_W9CSB2,2025-07-07,11,54.12,36.01
DSFLWR_2_W9CSB2,2025-07-07,12,45.15,3.31
DSFLWR_2_W9CSB2,2025-07-07,13,63.38,79.85
DSFLWR_2_W9CSB2,2025-07-07,14,49.62,55.27
DSFLWR_2_W9CSB2,2025-07-07,15,58.1,58.43
DSFLWR_2_W9CSB2,2025-07-07,16,15.82,20.67
DSFLWR_2_W9CSB2,2025-07-07,17,44.25,51.08
DSFLWR_2_W9CSB2,2025-07-07,18,-10.47,-25.28
DSFLWR_2_W9CSB2,2025-07-07,19,38.34,28.84
DSFLWR_2_W9CSB2,2025-07-07,20,10.4,-14.72
DSFLWR_2_W9CSB2,2025-07-07,21,15.29,8.92
DSFLWR_2_W9CSB2,2025-07-07,22,33.29,56.11
DSFLWR_2_W9CSB2,2025-07-07,23,29.59,30.48
DSFLWR_2_W9CSB2,2025-07-07,24,17.74,-9.79
JANCRK_6_RCABT1,2025-07-01,1,-36.25,-41.83
JANCRK_6_RCABT1,2025-07-01,2,8.07,-5.77
JANCRK_6_RCABT1,2025-07-01,3,15.33,13.82
JANCRK_6_RCABT1,2025-07-01,4,-2.69,12.26
JANCRK_6_RCABT1,2025-07-01,5,11.25,37.43
JANCRK_6_RCABT1,2025-07-01,6,42.43,18.49
JANCRK_6_RCABT1,2025-07-01,7,35.63,46.21
JANCRK_6_RCABT1,2025-07-01,8,38.39,30.53
JANCRK_6_RCABT1,2025-07-01,9,30.19,27.17
JANCRK_6_RCABT1,2025-07-01,10,52.62,51.79
JANCRK_6_RCABT1,2025-07-01,11,57.54,57.91
JANCRK_6_RCABT1,2025-07-01,12,35.67,50.51
JANCRK_6_RCABT1,2025-07-01,13,48.26,38.24
JANCRK_6_RCABT1,2025-07-01,14,40.36,27.94
JANCRK_6_RCABT1,2025-07-01,15,34.45,44.25
JANCRK_6_RCABT1,2025-07-01,16,18.0,-14.19
JANCRK_6_RCABT1,2025-07-01,17,34.92,35.98
JANCRK_6_RCABT1,2025-07-01,18,9.54,-4.98
JANCRK_6_RCABT1,2025-07-01,19,33.88,31.06
JANCRK_6_RCABT1,2025-07-01,20,32.08,-10.55
JANCRK_6_RCABT1,2025-07-01,21,18.05,29.37
JANCRK_6_RCABT1,2025-07-01,22,3.5,6.2
JANCRK_6_RCABT1,2025-07-01,23,0.85,3.56
JANCRK_6_RCABT1,2025-07-01,24,16.66,18.72
JANCRK_6_RCABT1,2025-07-02,1,-11.68,-21.91
JANCRK_6_RCABT1,2025-07-02,2,5.74,1.77
JANCRK_6_RCABT1,2025-07-02,3,14.1,-5.25
JANCRK_6_RCABT1,2025-07-02,4,-5.34,-24.45
JANCRK_6_RCABT1,2025-07-02,5,33.74,15.59
JANCRK_6_RCABT1,2025-07-02,6,25.92,39.14
JANCRK_6_RCABT1,2025-07-02,7,27.46,26.29
JANCRK_6_RCABT1,2025-07-02,8,55.24,57.41
JANCRK_6_RCABT1,2025-07-02,9,24.01,19.04
JANCRK_6_RCABT1,2025-07-02,10,63.82,55.31
JANCRK_6_RCABT1,2025-07-02,11,66.55,34.34
JANCRK_6_RCABT1,2025-07-02,12,71.62,51.86
JANCRK_6_RCABT1,2025-07-02,13,49.65,60.63
JANCRK_6_RCABT1,2025-07-02,14,54.75,78.17
JANCRK_6_RCABT1,2025-07-02,15,25.76,34.66
JANCRK_6_RCABT1,2025-07-02,16,21.66,17.72
JANCRK_6_RCABT1,2025-07-02,17,48.37,38.14
JANCRK_6_RCABT1,2025-07-02,18,173.08,170.23
JANCRK_6_RCABT1,2025-07-02,19,27.12,10.84
JANCRK_6_RCABT1,2025-07-02,20,32.82,26.72
JANCRK_6_RCABT1,2025-07-02,21,-7.69,-10.47
JANCRK_6_RCABT1,2025-07-02,22,20.58,36.4
JANCRK_6_RCABT1,2025-07-02,23,13.67,38.17
JANCRK_6_RCABT1,2025-07-02,24,-4.41,26.72
JANCRK_6_RCABT1,2025-07-03,1,14.32,16.45
JANCRK_6_RCABT1,2025-07-03,2,11.1,18.89
JANCRK_6_RCABT1,2025-07-03,3,12.66,-1.52
JANCRK_6_RCABT1,2025-07-03,4,6.84,-16.63
JANCRK_6_RCABT1,2025-07-03,5,25.26,19.79
JANCRK_6_RCABT1,2025-07-03,6,18.27,15.84
JANCRK_6_RCABT1,2025-07-03,7,4.7,15.02
JANCRK_6_RCABT1,2025-07-03,8,23.97,56.13
JANCRK_6_RCABT1,2025-07-03,9,47.42,54.85
JANCRK_6_RCABT1,2025-07-03,10,48.82,47.27
JANCRK_6_RCABT1,2025-07-03,11,54.57,57.75
JANCRK_6_RCABT1,2025-07-03,12,66.55,81.24
JANCRK_6_RCABT1,2025-07-03,13,-19.29,-27.21
JANCRK_6_RCABT1,2025-07-03,14,51.89,47.49
JANCRK_6_RCABT1,2025-07-03,15,32.41,69.02
JANCRK_6_RCABT1,2025-07-03,16,54.16,64.19
JANCRK_6_RCABT1,2025-07-03,17,43.55,32.72
JANCRK_6_RCABT1,2025-07-03,18,-34.1,21.64
JANCRK_6_RCABT1,2025-07-03,19,-62.67,16.11
JANCRK_6_RCABT1,2025-07-03,20,96.05,150.28
JANCRK_6_RCABT1,2025-07-03,21,11.95,40.04
JANCRK_6_RCABT1,2025-07-03,22,29.62,-1.78
JANCRK_6_RCABT1,2025-07-03,23,16.51,-7.67
JANCRK_6_RCABT1,2025-07-03,24,9.16,13.76
JANCRK_6_RCABT1,2025-07-04,1,-2.56,29.64
JANCRK_6_RCABT1,2025-07-04,2,22.56,16.44
JANCRK_6_RCABT1,2025-07-04,3,8.48,-41.82
JANCRK_6_RCABT1,2025-07-04,4,0.53,-5.08
JANCRK_6_RCABT1,2025-07-04,5,14.14,38.02
JANCRK_6_RCABT1,2025-07-04,6,18.59,5.47
JANCRK_6_RCABT1,2025-07-04,7,34.34,43.82
JANCRK_6_RCABT1,2025-07-04,8,32.53,35.42
JANCRK_6_RCABT1,2025-07-04,9,24.35,9.39
JANCRK_6_RCABT1,2025-07-04,10,49.08,37.13
JANCRK_6_RCABT1,2025-07-04,11,41.06,56.61
JANCRK_6_RCABT1,2025-07-04,12,-20.05,-33.02
JANCRK_6_RCABT1,2025-07-04,13,-43.71,-26.73
JANCRK_6_RCABT1,2025-07-04,14,39.51,42.63
JANCRK_6_RCABT1,2025-07-04,15,30.43,54.59
JANCRK_6_RCABT1,2025-07-04,16,23.93,45.09
JANCRK_6_RCABT1,2025-07-04,17,21.94,26.19
JANCRK_6_RCABT1,2025-07-04,18,17.56,-7.49
JANCRK_6_RCABT1,2025-07-04,19,25.86,22.34
JANCRK_6_RCABT1,2025-07-04,20,16.52,10.99
JANCRK_6_RCABT1,2025-07-04,21,30.2,6.98
JANCRK_6_RCABT1,2025-07-04,22,-7.98,2.35
JANCRK_6_RCABT1,2025-07-04,23,26.68,28.51
JANCRK_6_RCABT1,2025-07-04,24,13.78,22.64
JANCRK_6_RCABT1,2025-07-05,1,-8.03,23.53
JANCRK_6_RCABT1,2025-07-05,2,32.28,37.84
JANCRK_6_RCABT1,2025-07-05,3,-17.37,-4.22
JANCRK_6_RCABT1,2025-07-05,4,24.31,34.12
JANCRK_6_RCABT1,2025-07-05,5,36.54,28.95
JANCRK_6_RCABT1,2025-07-05,6,43.23,29.45
JANCRK_6_RCABT1,2025-07-05,7,72.46,18.72
JANCRK_6_RCABT1,2025-07-05,8,45.75,20.26
JANCRK_6_RCABT1,2025-07-05,9,38.27,40.61
JANCRK_6_RCABT1,2025-07-05,10,72.99,52.02
JANCRK_6_RCABT1,2025-07-05,11,51.04,44.72
JANCRK_6_RCABT1,2025-07-05,12,55.28,57.4
JANCRK_6_RCABT1,2025-07-05,13,66.88,45.0
JANCRK_6_RCABT1,2025-07-05,14,28.06,45.44
JANCRK_6_RCABT1,2025-07-05,15,46.99,39.8
JANCRK_6_RCABT1,2025-07-05,16,36.8,16.46
JANCRK_6_RCABT1,2025-07-05,17,17.79,19.31
JANCRK_6_RCABT1,2025-07-05,18,24.43,8.85
JANCRK_6_RCABT1,2025-07-05,19,319.61,312.06
JANCRK_6_RCABT1,2025-07-05,20,4.65,13.84
JANCRK_6_RCABT1,2025-07-05,21,12.38,15.4
JANCRK_6_RCABT1,2025-07-05,22,19.18,22.38
JANCRK_6_RCABT1,2025-07-05,23,-16.22,11.36
JANCRK_6_RCABT1,2025-07-05,24,3.28,4.56
JANCRK_6_RCABT1,2025-07-06,1,7.45,9.23
JANCRK_6_RCABT1,2025-07-06,2,20.42,15.0
JANCRK_6_RCABT1,2025-07-06,3,17.89,10.05
JANCRK_6_RCABT1,2025-07-06,4,13.51,29.28
JANCRK_6_RCABT1,2025-07-06,5,31.96,14.79
JANCRK_6_RCABT1,2025-07-06,6,37.26,41.37
JANCRK_6_RCABT1,2025-07-06,7,21.55,17.42
JANCRK_6_RCABT1,2025-07-06,8,37.97,25.44
JANCRK_6_RCABT1,2025-07-06,9,43.87,47.02
JANCRK_6_RCABT1,2025-07-06,10,20.98,12.63
JANCRK_6_RCABT1,2025-07-06,11,46.93,14.46
JANCRK_6_RCABT1,2025-07-06,12,34.97,34.73
JANCRK_6_RCABT1,2025-07-06,13,-24.48,-31.09
JANCRK_6_RCABT1,2025-07-06,14,39.78,9.5
JANCRK_6_RCABT1,2025-07-06,15,38.0,42.61
JANCRK_6_RCABT1,2025-07-06,16,31.14,32.79
